Heavy particle collisions / Elastic Scattering / H, H --> H
IAEA-APID-8 (1998)
Differential cross sections
 
Validity limits and fit function with fit parameters


ID	Process	Reaction	Validity limits in sr	Energy origin	Limits in authors' unit	Fit function
1	EL	H, H (E= .100 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
2	EL	H, H (E= 1.00 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
3	EL	H, H (E= 1.25 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
4	EL	H, H (E= 1.58 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
5	EL	H, H (E= 1.99 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
6	EL	H, H (E= 2.51 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
7	EL	H, H (E= 3.16 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
8	EL	H, H (E= 3.98 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
9	EL	H, H (E= 5.01 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
10	EL	H, H (E= 6.30 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
11	EL	H, H (E= 7.94 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
12	EL	H, H (E= .125 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
13	EL	H, H (E= 10.0 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
14	EL	H, H (E= 12.5 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
15	EL	H, H (E= 15.8 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
16	EL	H, H (E= 19.9 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
17	EL	H, H (E= 25.1 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
18	EL	H, H (E= 31.6 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
19	EL	H, H (E= 39.8 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
20	EL	H, H (E= 50.1 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
21	EL	H, H (E= 63.0 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
22	EL	H, H (E= 79.4 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
23	EL	H, H (E= .158 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
24	EL	H, H (E= 100. eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
25	EL	H, H (E= .199 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
26	EL	H, H (E= .251 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
27	EL	H, H (E= .316 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
28	EL	H, H (E= .398 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
29	EL	H, H (E= .501 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
30	EL	H, H (E= .631 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
31	EL	H, H (E= .794 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
Units conversion	Graphic layouts	Output options
x	Energy origin	y

sr

Projectile

cm2
cm2
vs
sr	PNG file
PDF file
GZipped PostScript file
XML
Numerical data
   1   	H, H (E= .100 eV CM Energy) --> H, H

P.S. Krstic, D.R. Schultz
IAEA-APID-8 (1998)
User Units	Authors' Units
Angle in sr (CenterOfMass)	Cross section in cm2	Differential cross sections cm2 vs rd (CenterOfMass)
6.8955E-02	3.4895E-15	6.8955E-02	1.2461E+02
7.0849E-02	3.2674E-15	7.0849E-02	1.1668E+02
7.2769E-02	3.0563E-15	7.2769E-02	1.0914E+02
7.4713E-02	2.8740E-15	7.4713E-02	1.0263E+02
7.6682E-02	2.7362E-15	7.6682E-02	9.7713E+01
7.8677E-02	2.6523E-15	7.8677E-02	9.4715E+01
8.0696E-02	2.6236E-15	8.0696E-02	9.3690E+01
8.2740E-02	2.6464E-15	8.2740E-02	9.4506E+01
8.4809E-02	2.7150E-15	8.4809E-02	9.6955E+01
8.6903E-02	2.8207E-15	8.6903E-02	1.0073E+02
8.9021E-02	2.9496E-15	8.9021E-02	1.0533E+02
9.1165E-02	3.0814E-15	9.1165E-02	1.1004E+02
9.3333E-02	3.1935E-15	9.3333E-02	1.1404E+02
9.5526E-02	3.2673E-15	9.5526E-02	1.1668E+02
9.7743E-02	3.2921E-15	9.7743E-02	1.1756E+02
9.9985E-02	3.2639E-15	9.9985E-02	1.1656E+02
1.0225E-01	3.1820E-15	1.0225E-01	1.1363E+02
1.0454E-01	3.0494E-15	1.0454E-01	1.0890E+02
1.0686E-01	2.8764E-15	1.0686E-01	1.0272E+02
1.0920E-01	2.6822E-15	1.0920E-01	9.5783E+01
1.1156E-01	2.4902E-15	1.1156E-01	8.8928E+01
1.1395E-01	2.3199E-15	1.1395E-01	8.2844E+01
1.1637E-01	2.1816E-15	1.1637E-01	7.7907E+01
1.1880E-01	2.0789E-15	1.1880E-01	7.4239E+01
1.2127E-01	2.0112E-15	1.2127E-01	7.1823E+01
1.2375E-01	1.9739E-15	1.2375E-01	7.0490E+01
1.2626E-01	1.9551E-15	1.2626E-01	6.9819E+01
1.2880E-01	1.9375E-15	1.2880E-01	6.9189E+01
1.3135E-01	1.9051E-15	1.3135E-01	6.8032E+01
1.3394E-01	1.8497E-15	1.3394E-01	6.6053E+01
1.3654E-01	1.7700E-15	1.3654E-01	6.3208E+01
1.3917E-01	1.6681E-15	1.3917E-01	5.9570E+01
1.4183E-01	1.5489E-15	1.4183E-01	5.5313E+01
1.4451E-01	1.4232E-15	1.4451E-01	5.0822E+01
1.4721E-01	1.3079E-15	1.4721E-01	4.6705E+01
1.4994E-01	1.2207E-15	1.4994E-01	4.3591E+01
1.5269E-01	1.1737E-15	1.5269E-01	4.1915E+01
1.5546E-01	1.1729E-15	1.5546E-01	4.1886E+01
1.5826E-01	1.2193E-15	1.5826E-01	4.3541E+01
1.6108E-01	1.3079E-15	1.6108E-01	4.6705E+01
1.6392E-01	1.4258E-15	1.6392E-01	5.0915E+01
1.6679E-01	1.5534E-15	1.6679E-01	5.5474E+01
1.6968E-01	1.6706E-15	1.6968E-01	5.9658E+01
1.7259E-01	1.7609E-15	1.7259E-01	6.2884E+01
1.7553E-01	1.8136E-15	1.7553E-01	6.4766E+01
1.7849E-01	1.8240E-15	1.7849E-01	6.5135E+01
1.8148E-01	1.7951E-15	1.8148E-01	6.4104E+01
1.8449E-01	1.7387E-15	1.8449E-01	6.2091E+01
1.8752E-01	1.6722E-15	1.8752E-01	5.9717E+01
1.9057E-01	1.6143E-15	1.9057E-01	5.7649E+01
1.9365E-01	1.5815E-15	1.9365E-01	5.6475E+01
1.9675E-01	1.5854E-15	1.9675E-01	5.6616E+01
1.9987E-01	1.6307E-15	1.9987E-01	5.8233E+01
2.0302E-01	1.7128E-15	2.0302E-01	6.1167E+01
2.0619E-01	1.8188E-15	2.0619E-01	6.4952E+01
2.0938E-01	1.9305E-15	2.0938E-01	6.8939E+01
2.1259E-01	2.0284E-15	2.1259E-01	7.2434E+01
2.1583E-01	2.0945E-15	2.1583E-01	7.4797E+01
2.1909E-01	2.1143E-15	2.1909E-01	7.5505E+01
2.2237E-01	2.0796E-15	2.2237E-01	7.4262E+01
2.2568E-01	1.9912E-15	2.2568E-01	7.1106E+01
2.2900E-01	1.8590E-15	2.2900E-01	6.6386E+01
2.3235E-01	1.6983E-15	2.3235E-01	6.0648E+01
2.3573E-01	1.5275E-15	2.3573E-01	5.4548E+01
2.3912E-01	1.3659E-15	2.3912E-01	4.8777E+01
2.4254E-01	1.2291E-15	2.4254E-01	4.3892E+01
2.4598E-01	1.1260E-15	2.4598E-01	4.0209E+01
2.4944E-01	1.0595E-15	2.4944E-01	3.7836E+01
2.5292E-01	1.0278E-15	2.5292E-01	3.6704E+01
2.5643E-01	1.0219E-15	2.5643E-01	3.6493E+01
2.5995E-01	1.0276E-15	2.5995E-01	3.6696E+01
2.6350E-01	1.0318E-15	2.6350E-01	3.6846E+01
2.6707E-01	1.0251E-15	2.6707E-01	3.6607E+01
2.7067E-01	9.9984E-16	2.7067E-01	3.5705E+01
2.7428E-01	9.5209E-16	2.7428E-01	3.4000E+01
2.7792E-01	8.8467E-16	2.7792E-01	3.1592E+01
2.8157E-01	8.0443E-16	2.8157E-01	2.8727E+01
2.8525E-01	7.1869E-16	2.8525E-01	2.5665E+01
2.8895E-01	6.3632E-16	2.8895E-01	2.2723E+01
2.9268E-01	5.6644E-16	2.9268E-01	2.0228E+01
2.9642E-01	5.1351E-16	2.9642E-01	1.8338E+01
3.0018E-01	4.7798E-16	3.0018E-01	1.7069E+01
3.0397E-01	4.5996E-16	3.0397E-01	1.6426E+01
3.0778E-01	4.5698E-16	3.0778E-01	1.6319E+01
3.1161E-01	4.6213E-16	3.1161E-01	1.6503E+01
3.1545E-01	4.6906E-16	3.1545E-01	1.6751E+01
3.1933E-01	4.7416E-16	3.1933E-01	1.6933E+01
3.2322E-01	4.7367E-16	3.2322E-01	1.6915E+01
3.2713E-01	4.6488E-16	3.2713E-01	1.6601E+01
3.3106E-01	4.4860E-16	3.3106E-01	1.6020E+01
3.3502E-01	4.2658E-16	3.3502E-01	1.5234E+01
3.3899E-01	4.0033E-16	3.3899E-01	1.4296E+01
3.4298E-01	3.7331E-16	3.4298E-01	1.3331E+01
3.4700E-01	3.4889E-16	3.4700E-01	1.2459E+01
3.5104E-01	3.2741E-16	3.5104E-01	1.1692E+01
3.5509E-01	3.0922E-16	3.5509E-01	1.1042E+01
3.5917E-01	2.9580E-16	3.5917E-01	1.0563E+01
3.6327E-01	2.8638E-16	3.6327E-01	1.0227E+01
3.6738E-01	2.7868E-16	3.6738E-01	9.9519E+00
3.7152E-01	2.7207E-16	3.7152E-01	9.7158E+00
3.7568E-01	2.6614E-16	3.7568E-01	9.5040E+00
3.7985E-01	2.5980E-16	3.7985E-01	9.2775E+00
3.8405E-01	2.5300E-16	3.8405E-01	9.0347E+00
3.8827E-01	2.4595E-16	3.8827E-01	8.7832E+00
3.9250E-01	2.3850E-16	3.9250E-01	8.5170E+00
3.9676E-01	2.3168E-16	3.9676E-01	8.2735E+00
4.0104E-01	2.2638E-16	4.0104E-01	8.0840E+00
4.0533E-01	2.2174E-16	4.0533E-01	7.9184E+00
4.0965E-01	2.1785E-16	4.0965E-01	7.7797E+00
4.1398E-01	2.1577E-16	4.1398E-01	7.7054E+00
4.1833E-01	2.1462E-16	4.1833E-01	7.6643E+00
4.2271E-01	2.1325E-16	4.2271E-01	7.6152E+00
4.2710E-01	2.1208E-16	4.2710E-01	7.5735E+00
4.3151E-01	2.1096E-16	4.3151E-01	7.5334E+00
4.3594E-01	2.0905E-16	4.3594E-01	7.4653E+00
4.4039E-01	2.0638E-16	4.4039E-01	7.3699E+00
4.4486E-01	2.0287E-16	4.4486E-01	7.2448E+00
4.4934E-01	1.9856E-16	4.4934E-01	7.0907E+00
4.5385E-01	1.9388E-16	4.5385E-01	6.9237E+00
4.5837E-01	1.8843E-16	4.5837E-01	6.7290E+00
4.6292E-01	1.8221E-16	4.6292E-01	6.5069E+00
4.6748E-01	1.7635E-16	4.6748E-01	6.2974E+00
4.7206E-01	1.7049E-16	4.7206E-01	6.0885E+00
4.7666E-01	1.6410E-16	4.7666E-01	5.8600E+00
4.8127E-01	1.5833E-16	4.8127E-01	5.6540E+00
4.8591E-01	1.5331E-16	4.8591E-01	5.4749E+00
4.9056E-01	1.4826E-16	4.9056E-01	5.2945E+00
4.9523E-01	1.4389E-16	4.9523E-01	5.1384E+00
4.9992E-01	1.4052E-16	4.9992E-01	5.0181E+00
5.0463E-01	1.3769E-16	5.0463E-01	4.9170E+00
5.0935E-01	1.3568E-16	5.0935E-01	4.8453E+00
5.1409E-01	1.3445E-16	5.1409E-01	4.8012E+00
5.1885E-01	1.3389E-16	5.1885E-01	4.7813E+00
5.2363E-01	1.3426E-16	5.2363E-01	4.7946E+00
5.2843E-01	1.3494E-16	5.2843E-01	4.8189E+00
5.3324E-01	1.3593E-16	5.3324E-01	4.8543E+00
5.3807E-01	1.3772E-16	5.3807E-01	4.9182E+00
5.4292E-01	1.3933E-16	5.4292E-01	4.9756E+00
5.4778E-01	1.4065E-16	5.4778E-01	5.0227E+00
5.5266E-01	1.4236E-16	5.5266E-01	5.0836E+00
5.5756E-01	1.4351E-16	5.5756E-01	5.1248E+00
5.6248E-01	1.4393E-16	5.6248E-01	5.1400E+00
5.6741E-01	1.4425E-16	5.6741E-01	5.1514E+00
5.7236E-01	1.4380E-16	5.7236E-01	5.1352E+00
5.7732E-01	1.4255E-16	5.7732E-01	5.0906E+00
5.8230E-01	1.4083E-16	5.8230E-01	5.0292E+00
5.8730E-01	1.3832E-16	5.8730E-01	4.9395E+00
5.9232E-01	1.3531E-16	5.9232E-01	4.8322E+00
5.9735E-01	1.3174E-16	5.9735E-01	4.7046E+00
6.0240E-01	1.2757E-16	6.0240E-01	4.5557E+00
6.0746E-01	1.2342E-16	6.0746E-01	4.4075E+00
6.1254E-01	1.1886E-16	6.1254E-01	4.2447E+00
6.1764E-01	1.1406E-16	6.1764E-01	4.0733E+00
6.2275E-01	1.0979E-16	6.2275E-01	3.9207E+00
6.2788E-01	1.0539E-16	6.2788E-01	3.7635E+00
6.3302E-01	1.0117E-16	6.3302E-01	3.6130E+00
6.3818E-01	9.7790E-17	6.3818E-01	3.4922E+00
6.4336E-01	9.4572E-17	6.4336E-01	3.3772E+00
6.4854E-01	9.1866E-17	6.4854E-01	3.2806E+00
6.5375E-01	8.9986E-17	6.5375E-01	3.2134E+00
6.5897E-01	8.8461E-17	6.5897E-01	3.1590E+00
6.6421E-01	8.7530E-17	6.6421E-01	3.1257E+00
6.6946E-01	8.7129E-17	6.6946E-01	3.1114E+00
6.7473E-01	8.7151E-17	6.7473E-01	3.1122E+00
6.8001E-01	8.7558E-17	6.8001E-01	3.1268E+00
6.8530E-01	8.8065E-17	6.8530E-01	3.1448E+00
6.9061E-01	8.8940E-17	6.9061E-01	3.1761E+00
6.9594E-01	8.9767E-17	6.9594E-01	3.2056E+00
7.0128E-01	9.0325E-17	7.0128E-01	3.2256E+00
7.0664E-01	9.1096E-17	7.0664E-01	3.2531E+00
7.1201E-01	9.1344E-17	7.1201E-01	3.2620E+00
7.1739E-01	9.1156E-17	7.1739E-01	3.2552E+00
7.2279E-01	9.0958E-17	7.2279E-01	3.2482E+00
7.2820E-01	8.9950E-17	7.2820E-01	3.2122E+00
7.3363E-01	8.8561E-17	7.3363E-01	3.1626E+00
7.3907E-01	8.6955E-17	7.3907E-01	3.1052E+00
7.4452E-01	8.4582E-17	7.4452E-01	3.0205E+00
7.4999E-01	8.1994E-17	7.4999E-01	2.9281E+00
7.5547E-01	7.9110E-17	7.5547E-01	2.8251E+00
7.6097E-01	7.5801E-17	7.6097E-01	2.7069E+00
7.6648E-01	7.2426E-17	7.6648E-01	2.5864E+00
7.7200E-01	6.8909E-17	7.7200E-01	2.4608E+00
7.7753E-01	6.5402E-17	7.7753E-01	2.3355E+00
7.8308E-01	6.1929E-17	7.8308E-01	2.2115E+00
7.8864E-01	5.8669E-17	7.8864E-01	2.0951E+00
7.9422E-01	5.5695E-17	7.9422E-01	1.9889E+00
7.9981E-01	5.2870E-17	7.9981E-01	1.8880E+00
8.0541E-01	5.0612E-17	8.0541E-01	1.8074E+00
8.1102E-01	4.8661E-17	8.1102E-01	1.7377E+00
8.1665E-01	4.7035E-17	8.1665E-01	1.6796E+00
8.2229E-01	4.6096E-17	8.2229E-01	1.6461E+00
8.2794E-01	4.5340E-17	8.2794E-01	1.6191E+00
8.3360E-01	4.5058E-17	8.3360E-01	1.6090E+00
8.3928E-01	4.5270E-17	8.3928E-01	1.6166E+00
8.4497E-01	4.5560E-17	8.4497E-01	1.6270E+00
8.5067E-01	4.6288E-17	8.5067E-01	1.6530E+00
8.5638E-01	4.7171E-17	8.5638E-01	1.6845E+00
8.6211E-01	4.8071E-17	8.6211E-01	1.7167E+00
8.6784E-01	4.9145E-17	8.6784E-01	1.7550E+00
8.7359E-01	5.0118E-17	8.7359E-01	1.7898E+00
8.7935E-01	5.0986E-17	8.7935E-01	1.8207E+00
8.8512E-01	5.1726E-17	8.8512E-01	1.8472E+00
8.9091E-01	5.2251E-17	8.9091E-01	1.8659E+00
8.9670E-01	5.2460E-17	8.9670E-01	1.8734E+00
9.0251E-01	5.2424E-17	9.0251E-01	1.8721E+00
9.0832E-01	5.2080E-17	9.0832E-01	1.8598E+00
9.1415E-01	5.1296E-17	9.1415E-01	1.8318E+00
9.1999E-01	5.0335E-17	9.1999E-01	1.7975E+00
9.2584E-01	4.8943E-17	9.2584E-01	1.7478E+00
9.3170E-01	4.7246E-17	9.3170E-01	1.6872E+00
9.3757E-01	4.5430E-17	9.3757E-01	1.6223E+00
9.4345E-01	4.3192E-17	9.4345E-01	1.5424E+00
9.4935E-01	4.0947E-17	9.4935E-01	1.4622E+00
9.5525E-01	3.8557E-17	9.5525E-01	1.3769E+00
9.6116E-01	3.6013E-17	9.6116E-01	1.2860E+00
9.6708E-01	3.3659E-17	9.6708E-01	1.2020E+00
9.7302E-01	3.1213E-17	9.7302E-01	1.1146E+00
9.7896E-01	2.8971E-17	9.7896E-01	1.0346E+00
9.8491E-01	2.6942E-17	9.8491E-01	9.6212E-01
9.9088E-01	2.5047E-17	9.9088E-01	8.9443E-01
9.9685E-01	2.3526E-17	9.9685E-01	8.4013E-01
1.0028E+00	2.2244E-17	1.0028E+00	7.9434E-01
1.0088E+00	2.1302E-17	1.0088E+00	7.6072E-01
1.0148E+00	2.0711E-17	1.0148E+00	7.3962E-01
1.0208E+00	2.0450E-17	1.0208E+00	7.3028E-01
1.0269E+00	2.0516E-17	1.0269E+00	7.3263E-01
1.0329E+00	2.0907E-17	1.0329E+00	7.4659E-01
1.0389E+00	2.1596E-17	1.0389E+00	7.7121E-01
1.0450E+00	2.2491E-17	1.0450E+00	8.0318E-01
1.0510E+00	2.3680E-17	1.0510E+00	8.4563E-01
1.0571E+00	2.4951E-17	1.0571E+00	8.9100E-01
1.0632E+00	2.6379E-17	1.0632E+00	9.4200E-01
1.0692E+00	2.7892E-17	1.0692E+00	9.9605E-01
1.0753E+00	2.9316E-17	1.0753E+00	1.0469E+00
1.0814E+00	3.0820E-17	1.0814E+00	1.1006E+00
1.0875E+00	3.2106E-17	1.0875E+00	1.1465E+00
1.0937E+00	3.3298E-17	1.0937E+00	1.1891E+00
1.0998E+00	3.4322E-17	1.0998E+00	1.2257E+00
1.1059E+00	3.5021E-17	1.1059E+00	1.2506E+00
1.1120E+00	3.5588E-17	1.1120E+00	1.2709E+00
1.1182E+00	3.5766E-17	1.1182E+00	1.2772E+00
1.1243E+00	3.5711E-17	1.1243E+00	1.2753E+00
1.1305E+00	3.5368E-17	1.1305E+00	1.2630E+00
1.1367E+00	3.4682E-17	1.1367E+00	1.2385E+00
1.1428E+00	3.3801E-17	1.1428E+00	1.2071E+00
1.1490E+00	3.2599E-17	1.1490E+00	1.1641E+00
1.1552E+00	3.1227E-17	1.1552E+00	1.1151E+00
1.1614E+00	2.9653E-17	1.1614E+00	1.0589E+00
1.1676E+00	2.7939E-17	1.1676E+00	9.9773E-01
1.1738E+00	2.6147E-17	1.1738E+00	9.3372E-01
1.1800E+00	2.4296E-17	1.1800E+00	8.6761E-01
1.1863E+00	2.2475E-17	1.1863E+00	8.0258E-01
1.1925E+00	2.0685E-17	1.1925E+00	7.3868E-01
1.1987E+00	1.9041E-17	1.1987E+00	6.7997E-01
1.2050E+00	1.7508E-17	1.2050E+00	6.2524E-01
1.2112E+00	1.6206E-17	1.2112E+00	5.7873E-01
1.2175E+00	1.5114E-17	1.2175E+00	5.3973E-01
1.2237E+00	1.4266E-17	1.2237E+00	5.0944E-01
1.2300E+00	1.3735E-17	1.2300E+00	4.9047E-01
1.2363E+00	1.3426E-17	1.2363E+00	4.7947E-01
1.2425E+00	1.3472E-17	1.2425E+00	4.8109E-01
1.2488E+00	1.3753E-17	1.2488E+00	4.9112E-01
1.2551E+00	1.4315E-17	1.2551E+00	5.1120E-01
1.2614E+00	1.5144E-17	1.2614E+00	5.4079E-01
1.2677E+00	1.6138E-17	1.2677E+00	5.7630E-01
1.2740E+00	1.7367E-17	1.2740E+00	6.2019E-01
1.2803E+00	1.8686E-17	1.2803E+00	6.6730E-01
1.2866E+00	2.0118E-17	1.2866E+00	7.1841E-01
1.2929E+00	2.1597E-17	1.2929E+00	7.7123E-01
1.2993E+00	2.3046E-17	1.2993E+00	8.2298E-01
1.3056E+00	2.4469E-17	1.3056E+00	8.7379E-01
1.3119E+00	2.5773E-17	1.3119E+00	9.2036E-01
1.3182E+00	2.6936E-17	1.3182E+00	9.6189E-01
1.3246E+00	2.7932E-17	1.3246E+00	9.9746E-01
1.3309E+00	2.8699E-17	1.3309E+00	1.0249E+00
1.3373E+00	2.9238E-17	1.3373E+00	1.0441E+00
1.3436E+00	2.9535E-17	1.3436E+00	1.0547E+00
1.3500E+00	2.9541E-17	1.3500E+00	1.0549E+00
1.3563E+00	2.9328E-17	1.3563E+00	1.0473E+00
1.3627E+00	2.8824E-17	1.3627E+00	1.0293E+00
1.3691E+00	2.8100E-17	1.3691E+00	1.0035E+00
1.3755E+00	2.7176E-17	1.3755E+00	9.7049E-01
1.3818E+00	2.6025E-17	1.3818E+00	9.2938E-01
1.3882E+00	2.4790E-17	1.3882E+00	8.8528E-01
1.3946E+00	2.3385E-17	1.3946E+00	8.3508E-01
1.4010E+00	2.1957E-17	1.4010E+00	7.8408E-01
1.4074E+00	2.0503E-17	1.4074E+00	7.3217E-01
1.4137E+00	1.9042E-17	1.4137E+00	6.8001E-01
1.4201E+00	1.7712E-17	1.4201E+00	6.3251E-01
1.4265E+00	1.6424E-17	1.4265E+00	5.8650E-01
1.4329E+00	1.5339E-17	1.4329E+00	5.4777E-01
1.4393E+00	1.4412E-17	1.4393E+00	5.1465E-01
1.4457E+00	1.3678E-17	1.4457E+00	4.8843E-01
1.4521E+00	1.3216E-17	1.4521E+00	4.7195E-01
1.4585E+00	1.2935E-17	1.4585E+00	4.6192E-01
1.4649E+00	1.2949E-17	1.4649E+00	4.6242E-01
1.4713E+00	1.3180E-17	1.4713E+00	4.7066E-01
1.4777E+00	1.3630E-17	1.4777E+00	4.8673E-01
1.4842E+00	1.4332E-17	1.4842E+00	5.1181E-01
1.4906E+00	1.5166E-17	1.4906E+00	5.4160E-01
1.4970E+00	1.6204E-17	1.4970E+00	5.7865E-01
1.5034E+00	1.7341E-17	1.5034E+00	6.1924E-01
1.5098E+00	1.8543E-17	1.5098E+00	6.6218E-01
1.5162E+00	1.9834E-17	1.5162E+00	7.0828E-01
1.5226E+00	2.1054E-17	1.5226E+00	7.5186E-01
1.5291E+00	2.2292E-17	1.5291E+00	7.9605E-01
1.5355E+00	2.3407E-17	1.5355E+00	8.3589E-01
1.5419E+00	2.4394E-17	1.5419E+00	8.7113E-01
1.5483E+00	2.5271E-17	1.5483E+00	9.0245E-01
1.5547E+00	2.5887E-17	1.5547E+00	9.2445E-01
1.5612E+00	2.6378E-17	1.5612E+00	9.4198E-01
1.5676E+00	2.6584E-17	1.5676E+00	9.4934E-01
1.5740E+00	2.6584E-17	1.5740E+00	9.4934E-01
1.5804E+00	2.6378E-17	1.5804E+00	9.4198E-01
1.5869E+00	2.5887E-17	1.5869E+00	9.2445E-01
1.5933E+00	2.5271E-17	1.5933E+00	9.0245E-01
1.5997E+00	2.4394E-17	1.5997E+00	8.7113E-01
1.6061E+00	2.3407E-17	1.6061E+00	8.3589E-01
1.6125E+00	2.2292E-17	1.6125E+00	7.9605E-01
1.6189E+00	2.1054E-17	1.6189E+00	7.5186E-01
1.6254E+00	1.9834E-17	1.6254E+00	7.0828E-01
1.6318E+00	1.8543E-17	1.6318E+00	6.6218E-01
1.6382E+00	1.7341E-17	1.6382E+00	6.1924E-01
1.6446E+00	1.6204E-17	1.6446E+00	5.7865E-01
1.6510E+00	1.5166E-17	1.6510E+00	5.4160E-01
1.6574E+00	1.4332E-17	1.6574E+00	5.1181E-01
1.6639E+00	1.3630E-17	1.6639E+00	4.8673E-01
1.6703E+00	1.3180E-17	1.6703E+00	4.7066E-01
1.6767E+00	1.2949E-17	1.6767E+00	4.6242E-01
1.6831E+00	1.2935E-17	1.6831E+00	4.6192E-01
1.6895E+00	1.3216E-17	1.6895E+00	4.7195E-01
1.6959E+00	1.3678E-17	1.6959E+00	4.8843E-01
1.7023E+00	1.4412E-17	1.7023E+00	5.1465E-01
