-9.235687022900782139e+00 1.212343891521177053e-01
-9.137664816099952958e+00 1.212343891521177053e-01
-9.039642609299102460e+00 1.212343891521177053e-01
-8.941620402498271503e+00 1.212343891521177053e-01
-8.843598195697442321e+00 1.143865293264749727e-01
-8.725971547536445883e+00 1.212343891521177053e-01
-8.608171408743936937e+00 1.212343891521177053e-01
-8.510149201943105979e+00 1.212343891521177053e-01
-8.412126995142276797e+00 1.143865293264749727e-01
-8.314102185981974813e+00 1.143865293264749727e-01
-8.196474670367807747e+00 1.143865293264749727e-01
-8.098455933379609561e+00 1.212343891521177053e-01
-8.000433726578780380e+00 1.212343891521177053e-01
-7.882807078417784830e+00 1.212343891521177053e-01
-7.784611380985440476e+00 1.212343891521177053e-01
-7.666984732824434268e+00 1.143865293264749727e-01
-7.568962526023604198e+00 1.212343891521177053e-01
-7.470940319222774129e+00 1.212343891521177053e-01
-7.372918112421944059e+00 1.212343891521177053e-01
-7.274895905621104220e+00 1.212343891521177053e-01
-7.176873698820274150e+00 1.212343891521177053e-01
-7.039469118667597947e+00 1.212343891521177053e-01
-6.941446911866767877e+00 1.472623165425027691e-01
-6.843424705065938696e+00 1.274035230481388170e-01
-6.745402498265108626e+00 1.212343891521177053e-01
-6.647380291464278557e+00 1.212343891521177053e-01
-6.529753643303283006e+00 1.212343891521177053e-01
-6.431728834142960594e+00 1.212343891521177053e-01
-6.314104788341436070e+00 1.212343891521177053e-01
-6.215909090909102375e+00 1.212343891521177053e-01
-6.117886884108272305e+00 1.212343891521177053e-01
-6.019864677307442236e+00 1.212343891521177053e-01
-5.902238029146426257e+00 1.212343891521177053e-01
-5.804212352532974961e+00 1.143865293264749727e-01
-5.706193615544766118e+00 1.212343891521177053e-01
-5.588566967383770567e+00 1.212343891521177053e-01
-5.490544760582940498e+00 1.212343891521177053e-01
-5.392349063150596145e+00 1.212343891521177053e-01
-5.274722414989600594e+00 1.212343891521177053e-01
-5.176700208188770524e+00 1.212343891521177053e-01
-5.078678001387929797e+00 1.212343891521177053e-01
-4.980655794587100615e+00 1.280883090307030348e-01
-4.863029146426104177e+00 1.219191751346819369e-01
-4.745399895905626941e+00 1.219191751346819369e-01
-4.647206800832764273e+00 1.219191751346819369e-01
-4.549184594031924433e+00 1.280883090307030348e-01
-4.451162387231094364e+00 1.280883090307030348e-01
-4.353140180430264294e+00 1.349361688563457673e-01
-4.255117973629434225e+00 1.280883090307030348e-01
-4.117886884108261647e+00 1.280883090307030348e-01
-4.019864677307432466e+00 1.280883090307030348e-01
-3.921842470506602396e+00 1.280883090307030348e-01
-3.823646773074258043e+00 1.349361688563457673e-01
-3.725624566273428417e+00 1.280883090307030348e-01
-3.627602359472598348e+00 1.349361688563457673e-01
-3.509975711311602353e+00 1.349361688563457673e-01
-3.392349063150606359e+00 1.349361688563457673e-01
-3.294326856349755861e+00 1.410994245010124826e-01
-3.196304649548925791e+00 1.410994245010124826e-01
-3.078504510756426171e+00 1.410994245010124826e-01
-2.980482303955596546e+00 1.410994245010124826e-01
-2.882460097154766476e+00 1.410994245010124826e-01
-2.784437890353926193e+00 1.472623165425027691e-01
-2.666811242192930198e+00 1.410994245010124826e-01
-2.568789035392089914e+00 1.472623165425027691e-01
-2.451162387231093920e+00 1.472623165425027691e-01
-2.353136710617622196e+00 1.472623165425027691e-01
-2.254944482997919941e+00 1.541101460678803159e-01
-2.156922276197090316e+00 1.541101460678803159e-01
-2.058900069396260246e+00 1.541101460678803159e-01
-1.941273421235254037e+00 1.541101460678803159e-01
-1.823646773074258043e+00 1.602793102641666134e-01
-1.725624566273428195e+00 1.602793102641666134e-01
-1.627602359472598348e+00 1.664423841072451005e-01
-1.529580152671758064e+00 1.664423841072451005e-01
-1.431384455239413933e+00 1.664423841072451005e-01
-1.313757807078417938e+00 1.726054579503232544e-01
-1.215732130464966643e+00 1.801381037585302047e-01
-1.098108952116581882e+00 1.863072376545513165e-01
-1.000086745315752035e+00 1.863072376545513165e-01
-9.020645385149220763e-01 1.863072376545513165e-01
-8.040423317140921178e-01 1.863072376545513165e-01
-6.862421929215819505e-01 1.993181713232722030e-01
-5.882199861207521030e-01 1.924703114976294704e-01
-4.901977793199222000e-01 2.054812451663503292e-01
-3.725711311589263164e-01 2.054812451663503292e-01
-2.745489243580964134e-01 2.116503790623721626e-01
-1.569196738376085754e-01 2.116503790623721626e-01
-5.890006939624987947e-02 2.246614945326808610e-01
3.912560721720138163e-02 2.246614945326808610e-01
1.373178348369137880e-01 2.308243865741711476e-01
2.353400416377436910e-01 2.308243865741711476e-01
3.725711311589159358e-01 2.445261662783995982e-01
4.705968077723775567e-01 2.637001737901986109e-01
5.686155447605757418e-01 2.760323815292982097e-01
6.666377515614160254e-01 2.952124490940405410e-01
7.646599583622458729e-01 3.089081687453260061e-01
8.626821651630758314e-01 3.219191024140468649e-01
9.608778625954199626e-01 3.410991699787888631e-01
1.098108952116581882e+00 3.801440910908377435e-01
1.196131158917422166e+00 4.054811724457152433e-01
1.294153365718252013e+00 4.308243138535357564e-01
1.392175572519081861e+00 4.506891674008423054e-01
1.509802220680077856e+00 4.828801686343054955e-01
1.607827029840389388e+00 5.219250897463540984e-01
1.706020124913262270e+00 5.602791648228957477e-01
1.823646773074258043e+00 5.863072740148690398e-01
1.921668979875088112e+00 6.246611672898221279e-01
2.019691186675917738e+00 6.760322057877625745e-01
2.137317834836924391e+00 7.082232373214909504e-01
2.235342643997225487e+00 7.602790921022603010e-01
2.333362248438584086e+00 7.801439456495669056e-01
2.431384455239424369e+00 7.993240132143089038e-01
2.549184594031923989e+00 8.506890219595718561e-01
2.647206800832754059e+00 9.082231646008551706e-01
2.764833448993749609e+00 9.020600907577770444e-01
2.862859125607221777e+00 9.342510919912402345e-01
2.960877862595430177e+00 9.472680857129041065e-01
3.058900069396260246e+00 9.472680857129041065e-01
3.156922276197090316e+00 9.602792011832135266e-01
3.294155968077733476e+00 9.726112271207245641e-01
3.392349063150596145e+00 9.602792011832135266e-01
3.490371269951426214e+00 9.924671723902048770e-01
3.588393476752255840e+00 9.472680857129041065e-01
3.686415683553085909e+00 9.342510919912402345e-01
3.784437890353926193e+00 9.089079505834193329e-01
3.902064538514922187e+00 9.020600907577770444e-01
4.000089347675233498e+00 8.568581558555928845e-01
4.117886884108261647e+00 8.184980207261086660e-01
4.215909090909102375e+00 7.863070194926453649e-01
4.313931297709932444e+00 7.342511647118752371e-01
4.431560548230399021e+00 6.897340157922557946e-01
4.529580152671758064e+00 6.253459532723864012e-01
4.627605829285229788e+00 6.061719457605874162e-01
4.725624566273427973e+00 5.609639508054600210e-01
4.843251214434424412e+00 4.897280284599482281e-01
4.961051353226934246e+00 4.506891674008423054e-01
5.059076162387235343e+00 4.315092816376885354e-01
5.157095766828594385e+00 3.869919509164804761e-01
5.255117973629423567e+00 3.479470298044312071e-01
5.353140180430264294e+00 3.479470298044312071e-01
5.451162387231094364e+00 3.226099484495537073e-01
5.588393476752266054e+00 2.897281011805832862e-01
5.686418285912567150e+00 2.897281011805832862e-01
5.784611380985429818e+00 2.774019534944267007e-01
5.882633587786259888e+00 2.835650273375048269e-01
5.980655794587100615e+00 2.513740261040419699e-01
6.098282442748106824e+00 2.390478784178853289e-01
6.196307251908407920e+00 2.390478784178853289e-01
6.313934767522553670e+00 2.260308846962211238e-01
6.411953504510762514e+00 2.260308846962211238e-01
6.510149201943105979e+00 2.260308846962211238e-01
6.608171408743936048e+00 2.198678108531429976e-01
6.725798056904932487e+00 2.061660311489145747e-01
6.823822866065233583e+00 2.000029573058364207e-01
6.921842470506602396e+00 2.000029573058364207e-01
7.039469118667597947e+00 2.000029573058364207e-01
7.137491325468428016e+00 2.000029573058364207e-01
7.235513532269258086e+00 2.000029573058364207e-01
7.353313671061778578e+00 2.000029573058364207e-01
7.451339347675229874e+00 1.869920236371155620e-01
7.549358084663437829e+00 1.869920236371155620e-01
7.647380291464267899e+00 1.808228897410944502e-01
7.765006939625264337e+00 1.746598158980159632e-01
7.882636190145741573e+00 1.678119560723735915e-01
7.980655794587100615e+00 1.616488822292950767e-01
8.078851492019444080e+00 1.678119560723735915e-01
8.176873698820275038e+00 1.678119560723735915e-01
8.274895905621104220e+00 1.678119560723735915e-01
8.372918112421933401e+00 1.616488822292950767e-01
8.510151804302577006e+00 1.616488822292950767e-01
8.608171408743936937e+00 1.554858083862169504e-01
8.706197085357397114e+00 1.554858083862169504e-01
8.804215822345605957e+00 1.554858083862169504e-01
8.902411519777940541e+00 1.554858083862169504e-01
9.000433726578769722e+00 1.486318885076312601e-01
9.118060374739776819e+00 1.486318885076312601e-01
9.216085183900087685e+00 1.486318885076312601e-01
9.333709229701613097e+00 1.424688146645527453e-01
9.431731436502442278e+00 1.424688146645527453e-01
9.549358084663438717e+00 1.363057408214746191e-01
9.647382893823749583e+00 1.424688146645527453e-01
9.745575988896613140e+00 1.363057408214746191e-01
9.843601665510073317e+00 1.363057408214746191e-01
9.941620402498271503e+00 1.363057408214746191e-01
1.005924705065927860e+01 1.294578809958318866e-01
1.017687369882027504e+01 1.294578809958318866e-01
1.027489850798057525e+01 1.232887470998104140e-01
1.037291811242193340e+01 1.232887470998104140e-01
1.047111380985427864e+01 1.294578809958318866e-01
1.056913601665511848e+01 1.232887470998104140e-01
1.068676266481611492e+01 1.232887470998104140e-01
1.080438844552394961e+01 1.232887470998104140e-01
1.090241412213742223e+01 1.232887470998104140e-01
1.100043372657878038e+01 1.232887470998104140e-01
1.109845593337960956e+01 1.232887470998104140e-01
1.119647814018044052e+01 1.232887470998104140e-01
1.131427827897295124e+01 1.232887470998104140e-01
1.141230308813326211e+01 1.171256732567322739e-01
1.152992713393477686e+01 1.232887470998104140e-01
1.162794934073560604e+01 1.232887470998104140e-01
1.172597154753643522e+01 1.171256732567322739e-01
1.182399375433728750e+01 1.171256732567322739e-01
1.194162040249828216e+01 1.232887470998104140e-01
1.203964521165858415e+01 1.171256732567322739e-01
1.213783830673144593e+01 1.232887470998104140e-01
1.225546495489244236e+01 1.232887470998104140e-01
1.235348716169329286e+01 1.171256732567322739e-01
1.247111641221376033e+01 1.232887470998104140e-01
1.256913601665511848e+01 1.171256732567322739e-01
1.266716082581542935e+01 1.171256732567322739e-01
1.276518043025677862e+01 1.232887470998104140e-01
1.286337612768912209e+01 1.232887470998104140e-01
1.300060721721028401e+01 1.232887470998104140e-01
1.309863202637058599e+01 1.171256732567322739e-01
1.319665163081195480e+01 1.171256732567322739e-01
1.329467730742541676e+01 1.171256732567322739e-01
1.339269604441361494e+01 1.232887470998104140e-01
1.349071825121444412e+01 1.171256732567322739e-01
1.358874045801528396e+01 1.171256732567322739e-01
1.372614850798058228e+01 1.232887470998104140e-01
1.382416724496879112e+01 1.171256732567322739e-01
1.392218945176962031e+01 1.232887470998104140e-01
1.402021165857044949e+01 1.232887470998104140e-01
1.413783830673145658e+01 1.232887470998104140e-01
1.423586051353228576e+01 1.232887470998104140e-01
1.433388272033311672e+01 1.171256732567322739e-01
1.443190752949342759e+01 1.171256732567322739e-01
1.454970506592645663e+01 1.171256732567322739e-01
1.464772727272728581e+01 1.171256732567322739e-01
1.476535392088828225e+01 1.232887470998104140e-01
1.486337873004859311e+01 1.171256732567322739e-01
1.496139833448996193e+01 1.171256732567322739e-01
1.505942314365026391e+01 1.171256732567322739e-01
1.515744274809162206e+01 1.232887470998104140e-01
1.527524288688412213e+01 1.171256732567322739e-01
1.539286953504512923e+01 1.232887470998104140e-01
1.549089434420542943e+01 1.232887470998104140e-01
1.558891394864679825e+01 1.232887470998104140e-01
1.568693962526024954e+01 1.232887470998104140e-01
1.578495836224845839e+01 1.294578809958318866e-01
1.590258501040945482e+01 1.171256732567322739e-01
1.602038514920196377e+01 1.232887470998104140e-01
1.611841082581542750e+01 1.232887470998104140e-01
1.621642956280363634e+01 1.232887470998104140e-01
1.631445176960446375e+01 1.232887470998104140e-01
1.641247397640529471e+01 1.232887470998104140e-01
1.653010062456629115e+01 1.232887470998104140e-01
1.662812283136711855e+01 1.232887470998104140e-01
1.674575208188759845e+01 1.232887470998104140e-01
1.684394517696047089e+01 1.171256732567322739e-01
